Invoice ID,Branch,Region,Customer_type,Gender,Product_line,Unit price,Quantity,Tax_5%,Total,Date,Time,Payment,cogs,gross_income,Rating
458-61-0011,B,Ferozepur,Normal,Male,Food and beverages,60.3,4,12.06,253.26,02-20-2021,18:43,Cash,241.2,12.06,5.8
592-34-6155,C,Mohali,Normal,Male,Food and beverages,31.77,4,6.354,133.434,01-14-2021,14:43,Paytm wallet,127.08,6.354,6.2
797-88-0493,A,Chandighar,Normal,Female,Health and beauty,64.27,4,12.854,269.934,03-26-2021,13:54,Cash,257.08,12.854,7.7
207-73-1363,B,Ferozepur,Normal,Male,Health and beauty,69.51,2,6.951,145.971,03-01-2021,12:15,Paytm wallet,139.02,6.951,8.1
390-31-6381,C,Mohali,Normal,Male,Food and beverages,27.22,3,4.083,85.743,01-07-2021,12:37,Cash,81.66,4.083,7.3
443-82-0585,A,Chandighar,Member,Female,Health and beauty,77.68,4,15.536,326.256,02-01-2021,19:54,Cash,310.72,15.536,8.4
339-18-7061,C,Mohali,Member,Female,Fashion accessories,92.98,2,9.298,195.258,02-13-2021,15:06,Credit card,185.96,9.298,8
359-90-3665,B,Ferozepur,Member,Female,Fashion accessories,18.08,4,3.616,75.936,01-14-2021,18:03,Credit card,72.32,3.616,9.5
375-72-3056,B,Ferozepur,Normal,Male,Sports and travel,63.06,3,9.459,198.639,01-19-2021,15:58,Paytm wallet,189.18,9.459,7
127-47-6963,A,Chandighar,Normal,Male,Health and beauty,51.71,4,10.342,217.182,03-09-2021,13:53,Credit card,206.84,10.342,9.8
278-86-2735,A,Chandighar,Normal,Female,Food and beverages,52.34,3,7.851,164.871,03-27-2021,14:03,Cash,157.02,7.851,9.2
695-28-6250,A,Chandighar,Normal,Female,Sports and travel,43.06,5,10.765,226.065,02-04-2021,16:38,Paytm wallet,215.3,10.765,7.7
379-17-6588,C,Mohali,Normal,Male,Fashion accessories,59.61,10,29.805,625.905,03-14-2021,11:07,Cash,596.1,29.805,5.3
227-50-3718,A,Chandighar,Normal,Male,Health and beauty,14.62,5,3.655,76.755,03-04-2021,12:23,Cash,73.1,3.655,4.4
302-15-2162,C,Mohali,Member,Male,Health and beauty,46.53,6,13.959,293.139,03-03-2021,10:54,Credit card,279.18,13.959,4.3
788-07-8452,C,Mohali,Member,Female,Home and lifestyle,24.24,7,8.484,178.164,01-27-2021,17:38,Paytm wallet,169.68,8.484,9.4
560-49-6611,A,Chandighar,Member,Female,Sports and travel,45.58,1,2.279,47.859,02-07-2021,14:13,Cash,45.58,2.279,9.8
880-35-0356,A,Chandighar,Member,Female,Sports and travel,75.2,3,11.28,236.88,02-05-2021,11:51,Paytm wallet,225.6,11.28,4.8
585-11-6748,B,Ferozepur,Member,Male,Sports and travel,96.8,3,14.52,304.92,03-15-2021,13:05,Cash,290.4,14.52,5.3
470-31-3286,B,Ferozepur,Normal,Male,Health and beauty,14.82,3,2.223,46.683,03-01-2021,11:30,Credit card,44.46,2.223,8.7
152-68-2907,A,Chandighar,Normal,Male,Food and beverages,52.2,3,7.83,164.43,02-15-2021,13:30,Credit card,156.6,7.83,9.5
123-35-4896,C,Mohali,Normal,Female,Sports and travel,46.66,9,20.997,440.937,02-17-2021,19:11,Paytm wallet,419.94,20.997,5.3
258-69-7810,C,Mohali,Normal,Female,Fashion accessories,36.85,5,9.2125,193.4625,01-26-2021,18:53,Cash,184.25,9.2125,9.2
334-64-2006,A,Chandighar,Member,Female,Home and lifestyle,70.32,2,7.032,147.672,03-24-2021,14:22,Paytm wallet,140.64,7.032,9.6
219-61-4139,C,Mohali,Normal,Male,Electronic accessories,83.08,1,4.154,87.234,01-23-2021,17:16,Paytm wallet,83.08,4.154,6.4
881-41-7302,C,Mohali,Normal,Female,Fashion accessories,64.99,1,3.2495,68.2395,01-26-2021,10:06,Credit card,64.99,3.2495,4.5
373-09-4567,C,Mohali,Normal,Male,Food and beverages,77.56,10,38.78,814.38,03-14-2021,20:35,Paytm wallet,775.6,38.78,6.9
642-30-6693,B,Ferozepur,Normal,Female,Sports and travel,54.51,6,16.353,343.413,03-17-2021,13:54,Paytm wallet,327.06,16.353,7.8
484-22-8230,C,Mohali,Member,Female,Fashion accessories,51.89,7,18.1615,381.3915,01-08-2021,20:08,Cash,363.23,18.1615,4.5
830-58-2383,B,Ferozepur,Normal,Male,Home and lifestyle,31.75,4,6.35,133.35,02-08-2021,15:26,Cash,127,6.35,8.6
559-98-9873,A,Chandighar,Member,Female,Fashion accessories,53.65,7,18.7775,394.3275,02-10-2021,12:56,Paytm wallet,375.55,18.7775,5.2
544-32-5024,C,Mohali,Member,Female,Food and beverages,49.79,4,9.958,209.118,03-28-2021,19:16,Credit card,199.16,9.958,6.4
318-12-0304,A,Chandighar,Normal,Male,Fashion accessories,30.61,1,1.5305,32.1405,01-23-2021,12:20,Paytm wallet,30.61,1.5305,5.2
349-97-8902,B,Ferozepur,Member,Male,Food and beverages,57.89,2,5.789,121.569,01-17-2021,10:37,Paytm wallet,115.78,5.789,8.9
421-95-9805,A,Chandighar,Normal,Female,Electronic accessories,28.96,1,1.448,30.408,02-07-2021,10:18,Credit card,28.96,1.448,6.2
277-35-5865,C,Mohali,Member,Female,Food and beverages,98.97,9,44.5365,935.2665,03-09-2021,11:23,Cash,890.73,44.5365,6.7
789-23-8625,B,Ferozepur,Member,Male,Fashion accessories,93.22,3,13.983,293.643,01-24-2021,11:45,Cash,279.66,13.983,7.2
284-54-4231,C,Mohali,Member,Male,Sports and travel,80.93,1,4.0465,84.9765,01-19-2021,16:08,Credit card,80.93,4.0465,9
443-59-0061,A,Chandighar,Member,Male,Food and beverages,67.45,10,33.725,708.225,02-03-2021,11:25,Paytm wallet,674.5,33.725,4.2
509-29-3912,A,Chandighar,Member,Female,Sports and travel,38.72,9,17.424,365.904,03-20-2021,12:24,Paytm wallet,348.48,17.424,4.2
327-40-9673,B,Ferozepur,Member,Male,Sports and travel,72.6,6,21.78,457.38,01-13-2021,19:51,Cash,435.6,21.78,6.9
840-19-2096,C,Mohali,Member,Male,Electronic accessories,87.91,5,21.9775,461.5275,03-14-2021,18:10,Paytm wallet,439.55,21.9775,4.4
828-46-6863,A,Chandighar,Member,Male,Food and beverages,98.53,6,29.559,620.739,01-23-2021,11:22,Credit card,591.18,29.559,4
641-96-3695,C,Mohali,Member,Female,Fashion accessories,43.46,6,13.038,273.798,02-07-2021,17:55,Paytm wallet,260.76,13.038,8.5
420-97-3340,A,Chandighar,Normal,Female,Food and beverages,71.68,3,10.752,225.792,03-28-2021,15:30,Credit card,215.04,10.752,9.2
436-54-4512,A,Chandighar,Member,Female,Food and beverages,91.61,1,4.5805,96.1905,03-20-2021,19:44,Cash,91.61,4.5805,9.8
670-79-6321,B,Ferozepur,Member,Female,Home and lifestyle,94.59,7,33.1065,695.2365,01-17-2021,15:27,Credit card,662.13,33.1065,4.9
852-62-7105,B,Ferozepur,Normal,Female,Fashion accessories,83.25,10,41.625,874.125,01-12-2021,11:25,Credit card,832.5,41.625,4.4
598-06-7312,B,Ferozepur,Member,Male,Fashion accessories,91.35,1,4.5675,95.9175,02-16-2021,15:42,Cash,91.35,4.5675,6.8
135-13-8269,B,Ferozepur,Member,Female,Food and beverages,78.88,2,7.888,165.648,01-26-2021,16:04,Cash,157.76,7.888,9.1
816-57-2053,A,Chandighar,Normal,Male,Sports and travel,60.87,2,6.087,127.827,03-09-2021,12:37,Paytm wallet,121.74,6.087,8.7
628-90-8624,B,Ferozepur,Member,Male,Health and beauty,82.58,10,41.29,867.09,03-14-2021,14:41,Cash,825.8,41.29,5
856-66-2701,A,Chandighar,Member,Male,Home and lifestyle,53.3,3,7.995,167.895,01-25-2021,14:19,Paytm wallet,159.9,7.995,7.5
308-39-1707,A,Chandighar,Normal,Female,Fashion accessories,12.09,1,0.6045,12.6945,01-26-2021,18:19,Credit card,12.09,0.6045,8.2
149-61-1929,A,Chandighar,Normal,Male,Sports and travel,64.19,10,32.095,673.995,01-19-2021,14:08,Credit card,641.9,32.095,6.7
655-07-2265,A,Chandighar,Normal,Male,Electronic accessories,78.31,3,11.7465,246.6765,03-05-2021,16:38,Paytm wallet,234.93,11.7465,5.4
589-02-8023,A,Chandighar,Member,Male,Food and beverages,83.77,2,8.377,175.917,01-15-2021,10:54,Credit card,167.54,8.377,7
420-04-7590,B,Ferozepur,Normal,Male,Home and lifestyle,99.7,3,14.955,314.055,03-18-2021,11:29,Paytm wallet,299.1,14.955,4.7
182-88-2763,B,Ferozepur,Member,Male,Food and beverages,79.91,3,11.9865,251.7165,03-20-2021,19:28,Credit card,239.73,11.9865,5
188-55-0967,B,Ferozepur,Member,Male,Health and beauty,66.47,10,33.235,697.935,01-15-2021,15:01,Credit card,664.7,33.235,5
610-46-4100,A,Chandighar,Normal,Male,Health and beauty,28.95,7,10.1325,212.7825,03-03-2021,20:31,Credit card,202.65,10.1325,6
318-81-2368,C,Mohali,Normal,Female,Electronic accessories,46.2,1,2.31,48.51,03-19-2021,12:16,Cash,46.2,2.31,6.3
364-33-8584,B,Ferozepur,Member,Female,Food and beverages,17.63,5,4.4075,92.5575,03-08-2021,15:27,Cash,88.15,4.4075,8.5
665-63-9737,B,Ferozepur,Normal,Male,Fashion accessories,52.42,3,7.863,165.123,02-27-2021,17:36,Paytm wallet,157.26,7.863,7.5
695-09-5146,B,Ferozepur,Member,Female,Food and beverages,98.79,3,14.8185,311.1885,02-23-2021,20:00,Paytm wallet,296.37,14.8185,6.4
155-45-3814,C,Mohali,Member,Female,Electronic accessories,88.55,8,35.42,743.82,03-19-2021,15:29,Paytm wallet,708.4,35.42,4.7
794-32-2436,B,Ferozepur,Member,Male,Electronic accessories,55.67,2,5.567,116.907,03-27-2021,15:08,Paytm wallet,111.34,5.567,6
131-15-8856,C,Mohali,Member,Female,Food and beverages,72.52,8,29.008,609.168,03-30-2021,19:26,Credit card,580.16,29.008,4
273-84-2164,C,Mohali,Member,Male,Electronic accessories,12.05,5,3.0125,63.2625,02-16-2021,15:53,Paytm wallet,60.25,3.0125,5.5
706-36-6154,A,Chandighar,Member,Male,Home and lifestyle,19.36,9,8.712,182.952,01-18-2021,18:43,Paytm wallet,174.24,8.712,8.7
778-89-7974,C,Mohali,Normal,Male,Health and beauty,70.21,6,21.063,442.323,03-30-2021,14:58,Cash,421.26,21.063,7.4
574-31-8277,B,Ferozepur,Member,Male,Fashion accessories,33.63,1,1.6815,35.3115,03-20-2021,19:55,Cash,33.63,1.6815,5.6
859-71-0933,C,Mohali,Member,Female,Sports and travel,15.49,2,1.549,32.529,01-16-2021,15:10,Cash,30.98,1.549,6.3
740-11-5257,C,Mohali,Normal,Male,Electronic accessories,24.74,10,12.37,259.77,02-24-2021,16:44,Cash,247.4,12.37,7.1
369-82-2676,B,Ferozepur,Normal,Male,Electronic accessories,75.66,5,18.915,397.215,01-15-2021,18:22,Paytm wallet,378.3,18.915,7.8
563-47-4072,B,Ferozepur,Normal,Female,Health and beauty,55.81,6,16.743,351.603,01-22-2021,11:52,Cash,334.86,16.743,9.9
742-04-5161,A,Chandighar,Member,Male,Home and lifestyle,72.78,10,36.39,764.19,02-03-2021,17:24,Cash,727.8,36.39,7.3
149-15-7606,B,Ferozepur,Member,Male,Sports and travel,37.32,9,16.794,352.674,03-06-2021,15:31,Paytm wallet,335.88,16.794,5.1
133-77-3154,B,Ferozepur,Member,Male,Fashion accessories,60.18,4,12.036,252.756,02-16-2021,18:04,Credit card,240.72,12.036,9.4
169-52-4504,A,Chandighar,Normal,Female,Electronic accessories,15.69,3,2.3535,49.4235,03-14-2021,14:13,Credit card,47.07,2.3535,5.8
250-81-7186,C,Mohali,Normal,Female,Electronic accessories,99.69,1,4.9845,104.6745,02-27-2021,10:23,Credit card,99.69,4.9845,8
562-12-5430,A,Chandighar,Member,Female,Fashion accessories,88.15,3,13.2225,277.6725,01-18-2021,10:11,Paytm wallet,264.45,13.2225,7.9
816-72-8853,A,Chandighar,Member,Female,Sports and travel,27.93,5,6.9825,146.6325,01-29-2021,15:48,Cash,139.65,6.9825,5.9
491-38-3499,A,Chandighar,Member,Male,Fashion accessories,55.45,1,2.7725,58.2225,02-26-2021,17:46,Credit card,55.45,2.7725,4.9
322-02-2271,B,Ferozepur,Normal,Female,Sports and travel,42.97,3,6.4455,135.3555,02-03-2021,11:46,Cash,128.91,6.4455,9.3
842-29-4695,C,Mohali,Member,Male,Sports and travel,17.14,7,5.999,125.979,01-16-2021,12:07,Credit card,119.98,5.999,7.9
725-67-2480,B,Ferozepur,Member,Female,Fashion accessories,58.75,6,17.625,370.125,03-24-2021,18:14,Credit card,352.5,17.625,5.9
641-51-2661,C,Mohali,Member,Female,Food and beverages,87.1,10,43.55,914.55,02-12-2021,14:45,Credit card,871,43.55,9.9
714-02-3114,C,Mohali,Normal,Female,Sports and travel,98.8,2,9.88,207.48,02-21-2021,11:39,Cash,197.6,9.88,7.7
518-17-2983,A,Chandighar,Normal,Female,Fashion accessories,48.63,4,9.726,204.246,02-04-2021,15:44,Paytm wallet,194.52,9.726,7.6
779-42-2410,B,Ferozepur,Member,Male,Food and beverages,57.74,3,8.661,181.881,02-20-2021,13:06,Paytm wallet,173.22,8.661,7.7
190-14-3147,B,Ferozepur,Normal,Female,Health and beauty,17.97,4,3.594,75.474,02-23-2021,20:43,Paytm wallet,71.88,3.594,6.4
408-66-6712,C,Mohali,Member,Female,Health and beauty,47.71,6,14.313,300.573,02-16-2021,14:19,Paytm wallet,286.26,14.313,4.4
679-22-6530,B,Ferozepur,Normal,Female,Sports and travel,40.62,2,4.062,85.302,01-17-2021,10:01,Credit card,81.24,4.062,4.1
588-47-8641,A,Chandighar,Member,Male,Fashion accessories,56.04,10,28.02,588.42,01-14-2021,19:30,Paytm wallet,560.4,28.02,4.4
642-61-4706,B,Ferozepur,Member,Male,Food and beverages,93.4,2,9.34,196.14,03-30-2021,16:34,Cash,186.8,9.34,5.5
576-31-4774,B,Ferozepur,Normal,Female,Health and beauty,73.41,3,11.0115,231.2415,03-02-2021,13:10,Paytm wallet,220.23,11.0115,4
556-41-6224,C,Mohali,Normal,Male,Health and beauty,33.64,8,13.456,282.576,02-15-2021,17:10,Credit card,269.12,13.456,9.3
811-03-8790,A,Chandighar,Normal,Female,Electronic accessories,45.48,10,22.74,477.54,03-01-2021,10:22,Credit card,454.8,22.74,4.8
242-11-3142,B,Ferozepur,Member,Male,Fashion accessories,83.77,2,8.377,175.917,02-24-2021,19:57,Cash,167.54,8.377,4.6
752-23-3760,B,Ferozepur,Member,Female,Sports and travel,64.08,7,22.428,470.988,02-19-2021,19:29,Credit card,448.56,22.428,7.3
274-05-5470,A,Chandighar,Member,Female,Food and beverages,73.47,4,14.694,308.574,02-23-2021,18:30,Cash,293.88,14.694,6
648-94-3045,C,Mohali,Normal,Male,Health and beauty,58.95,10,29.475,618.975,02-07-2021,14:27,Paytm wallet,589.5,29.475,8.1
130-67-4723,A,Chandighar,Member,Male,Food and beverages,48.5,6,14.55,305.55,01-11-2021,13:57,Paytm wallet,291,14.55,9.4
528-87-5606,B,Ferozepur,Member,Female,Electronic accessories,39.48,1,1.974,41.454,02-12-2021,19:43,Cash,39.48,1.974,6.5
320-85-2052,B,Ferozepur,Normal,Female,Sports and travel,34.81,1,1.7405,36.5505,01-14-2021,10:11,Credit card,34.81,1.7405,7
370-96-0655,C,Mohali,Normal,Female,Fashion accessories,49.32,6,14.796,310.716,01-09-2021,13:46,Paytm wallet,295.92,14.796,7.1
105-10-6182,A,Chandighar,Member,Male,Fashion accessories,21.48,2,2.148,45.108,02-27-2021,12:22,Paytm wallet,42.96,2.148,6.6
510-79-0415,B,Ferozepur,Member,Female,Sports and travel,23.08,6,6.924,145.404,01-24-2021,19:20,Paytm wallet,138.48,6.924,4.9
241-96-5076,B,Ferozepur,Member,Female,Home and lifestyle,49.1,2,4.91,103.11,01-08-2021,12:58,Credit card,98.2,4.91,6.4
767-97-4650,B,Ferozepur,Member,Female,Sports and travel,64.83,2,6.483,136.143,01-08-2021,11:59,Credit card,129.66,6.483,8
648-83-1321,A,Chandighar,Member,Male,Home and lifestyle,63.56,10,31.78,667.38,01-16-2021,17:59,Cash,635.6,31.78,4.3
173-57-2300,C,Mohali,Member,Male,Sports and travel,72.88,2,7.288,153.048,03-13-2021,12:51,Cash,145.76,7.288,6.1
305-03-2383,A,Chandighar,Normal,Female,Food and beverages,67.1,3,10.065,211.365,02-15-2021,10:36,Cash,201.3,10.065,7.5
394-55-6384,C,Mohali,Member,Female,Sports and travel,70.19,9,31.5855,663.2955,01-25-2021,13:38,Cash,631.71,31.5855,6.7
266-20-6657,C,Mohali,Member,Male,Food and beverages,55.04,7,19.264,404.544,03-12-2021,19:39,Paytm wallet,385.28,19.264,5.2
689-05-1884,A,Chandighar,Member,Male,Health and beauty,48.63,10,24.315,510.615,03-04-2021,12:44,Cash,486.3,24.315,8.8
196-01-2849,C,Mohali,Member,Female,Fashion accessories,73.38,7,25.683,539.343,02-10-2021,13:56,Cash,513.66,25.683,9.5
372-62-5264,C,Mohali,Normal,Female,Food and beverages,52.6,9,23.67,497.07,01-16-2021,14:42,Cash,473.4,23.67,7.6
800-09-8606,A,Chandighar,Member,Female,Home and lifestyle,87.37,5,21.8425,458.6925,01-29-2021,19:45,Cash,436.85,21.8425,6.6
182-52-7000,A,Chandighar,Member,Female,Sports and travel,27.04,4,5.408,113.568,01-01-2021,20:26,Paytm wallet,108.16,5.408,6.9
826-58-8051,B,Ferozepur,Normal,Male,Home and lifestyle,62.19,4,12.438,261.198,01-06-2021,19:46,Paytm wallet,248.76,12.438,4.3
868-06-0466,A,Chandighar,Member,Male,Electronic accessories,69.58,9,31.311,657.531,02-19-2021,19:38,Credit card,626.22,31.311,7.8
751-41-9720,C,Mohali,Normal,Male,Home and lifestyle,97.5,10,48.75,1023.75,01-12-2021,16:18,Paytm wallet,975,48.75,8
626-43-7888,C,Mohali,Normal,Female,Fashion accessories,60.41,8,24.164,507.444,02-07-2021,12:23,Paytm wallet,483.28,24.164,9.6
176-64-7711,B,Ferozepur,Normal,Male,Food and beverages,32.32,3,4.848,101.808,03-27-2021,19:11,Credit card,96.96,4.848,4.3
191-29-0321,B,Ferozepur,Member,Female,Fashion accessories,19.77,10,9.885,207.585,02-27-2021,18:57,Credit card,197.7,9.885,5
729-06-2010,B,Ferozepur,Member,Male,Health and beauty,80.47,9,36.2115,760.4415,01-06-2021,11:18,Cash,724.23,36.2115,9.2
640-48-5028,B,Ferozepur,Member,Female,Home and lifestyle,88.39,9,39.7755,835.2855,03-02-2021,12:40,Cash,795.51,39.7755,6.3
186-79-9562,B,Ferozepur,Normal,Male,Health and beauty,71.77,7,25.1195,527.5095,03-29-2021,14:06,Cash,502.39,25.1195,8.9
834-45-5519,B,Ferozepur,Normal,Female,Electronic accessories,43,4,8.6,180.6,01-31-2021,20:48,Paytm wallet,172,8.6,7.6
162-65-8559,C,Mohali,Member,Male,Food and beverages,68.98,1,3.449,72.429,01-21-2021,20:13,Cash,68.98,3.449,4.8
760-27-5490,C,Mohali,Normal,Male,Fashion accessories,15.62,8,6.248,131.208,01-20-2021,20:37,Paytm wallet,124.96,6.248,9.1
445-30-9252,A,Chandighar,Normal,Male,Sports and travel,25.7,3,3.855,80.955,01-17-2021,17:59,Paytm wallet,77.1,3.855,6.1
786-94-2700,A,Chandighar,Member,Male,Food and beverages,80.62,6,24.186,507.906,02-28-2021,20:18,Cash,483.72,24.186,9.1
728-88-7867,C,Mohali,Member,Female,Home and lifestyle,75.53,4,15.106,317.226,03-19-2021,15:52,Paytm wallet,302.12,15.106,8.3
183-21-3799,C,Mohali,Normal,Female,Electronic accessories,77.63,9,34.9335,733.6035,02-19-2021,15:14,Paytm wallet,698.67,34.9335,7.2
268-20-3585,C,Mohali,Normal,Female,Health and beauty,13.85,9,6.2325,130.8825,02-04-2021,12:50,Paytm wallet,124.65,6.2325,6
735-32-9839,C,Mohali,Member,Male,Fashion accessories,98.7,8,39.48,829.08,01-31-2021,10:36,Paytm wallet,789.6,39.48,8.5
258-92-7466,A,Chandighar,Normal,Female,Health and beauty,35.68,5,8.92,187.32,02-06-2021,18:33,Credit card,178.4,8.92,6.6
857-16-3520,A,Chandighar,Member,Female,Fashion accessories,71.46,7,25.011,525.231,03-28-2021,16:06,Paytm wallet,500.22,25.011,4.5
482-17-1179,A,Chandighar,Member,Male,Electronic accessories,11.94,3,1.791,37.611,01-19-2021,12:47,Credit card,35.82,1.791,8.1
788-21-5741,A,Chandighar,Normal,Male,Fashion accessories,45.38,3,6.807,142.947,02-17-2021,13:34,Credit card,136.14,6.807,7.2
821-14-9046,B,Ferozepur,Member,Female,Fashion accessories,17.48,6,5.244,110.124,01-18-2021,15:04,Credit card,104.88,5.244,6.1
418-05-0656,B,Ferozepur,Normal,Female,Fashion accessories,25.56,7,8.946,187.866,02-02-2021,20:42,Cash,178.92,8.946,7.1
678-79-0726,C,Mohali,Member,Female,Sports and travel,90.63,9,40.7835,856.4535,01-18-2021,15:28,Cash,815.67,40.7835,5.1
776-68-1096,B,Ferozepur,Normal,Male,Home and lifestyle,44.12,3,6.618,138.978,03-18-2021,13:45,Credit card,132.36,6.618,7.9
592-46-1692,C,Mohali,Member,Female,Food and beverages,36.77,7,12.8695,270.2595,01-11-2021,20:10,Cash,257.39,12.8695,7.4
434-35-9162,B,Ferozepur,Member,Male,Food and beverages,23.34,4,4.668,98.028,02-04-2021,18:53,Paytm wallet,93.36,4.668,7.4
149-14-0304,C,Mohali,Member,Female,Health and beauty,28.5,8,11.4,239.4,02-06-2021,14:24,Cash,228,11.4,6.6
442-44-6497,C,Mohali,Member,Male,Home and lifestyle,55.57,3,8.3355,175.0455,01-08-2021,11:42,Credit card,166.71,8.3355,5.9
174-64-0215,B,Ferozepur,Normal,Male,Sports and travel,69.74,10,34.87,732.27,03-05-2021,17:49,Credit card,697.4,34.87,8.9
210-74-9613,C,Mohali,Normal,Male,Fashion accessories,97.26,4,19.452,408.492,03-16-2021,15:33,Paytm wallet,389.04,19.452,6.8
299-29-0180,B,Ferozepur,Member,Female,Home and lifestyle,52.18,7,18.263,383.523,03-09-2021,10:54,Cash,365.26,18.263,9.3
247-11-2470,A,Chandighar,Member,Female,Fashion accessories,22.32,4,4.464,93.744,03-01-2021,16:23,Credit card,89.28,4.464,4.4
635-28-5728,A,Chandighar,Normal,Male,Health and beauty,56,3,8.4,176.4,02-28-2021,19:33,Paytm wallet,168,8.4,4.8
756-49-0168,A,Chandighar,Member,Male,Fashion accessories,19.7,1,0.985,20.685,02-08-2021,11:39,Paytm wallet,19.7,0.985,9.5
438-23-1242,B,Ferozepur,Normal,Male,Electronic accessories,75.88,7,26.558,557.718,01-24-2021,10:38,Paytm wallet,531.16,26.558,8.9
238-45-6950,B,Ferozepur,Member,Male,Food and beverages,53.72,1,2.686,56.406,03-01-2021,20:03,Paytm wallet,53.72,2.686,6.4
607-65-2441,C,Mohali,Member,Male,Health and beauty,81.95,10,40.975,860.475,03-10-2021,12:39,Credit card,819.5,40.975,6
386-27-7606,C,Mohali,Member,Female,Home and lifestyle,81.2,7,28.42,596.82,03-23-2021,15:59,Credit card,568.4,28.42,8.1
137-63-5492,C,Mohali,Normal,Male,Electronic accessories,58.76,10,29.38,616.98,01-29-2021,14:26,Paytm wallet,587.6,29.38,9
197-77-7132,B,Ferozepur,Member,Male,Electronic accessories,91.56,8,36.624,769.104,01-12-2021,18:22,Paytm wallet,732.48,36.624,6
805-86-0265,A,Chandighar,Normal,Male,Home and lifestyle,93.96,9,42.282,887.922,03-20-2021,11:32,Cash,845.64,42.282,9.8
733-29-1227,C,Mohali,Normal,Male,Home and lifestyle,55.61,7,19.4635,408.7335,03-23-2021,12:41,Cash,389.27,19.4635,8.5
451-73-2711,C,Mohali,Normal,Male,Food and beverages,84.83,1,4.2415,89.0715,01-14-2021,15:20,Paytm wallet,84.83,4.2415,8.8
373-14-0504,A,Chandighar,Member,Female,Sports and travel,71.63,2,7.163,150.423,02-12-2021,14:33,Paytm wallet,143.26,7.163,8.8
546-80-2899,A,Chandighar,Member,Male,Home and lifestyle,37.69,2,3.769,79.149,02-20-2021,15:29,Paytm wallet,75.38,3.769,9.5
345-68-9016,C,Mohali,Member,Female,Sports and travel,31.67,8,12.668,266.028,01-02-2021,16:19,Credit card,253.36,12.668,5.6
390-17-5806,C,Mohali,Member,Female,Food and beverages,38.42,1,1.921,40.341,02-02-2021,16:33,Cash,38.42,1.921,8.6
457-13-1708,B,Ferozepur,Member,Male,Fashion accessories,65.23,10,32.615,684.915,01-08-2021,19:07,Credit card,652.3,32.615,5.2
664-14-2882,C,Mohali,Member,Female,Home and lifestyle,10.53,5,2.6325,55.2825,01-30-2021,14:43,Credit card,52.65,2.6325,5.8
487-79-6868,B,Ferozepur,Member,Female,Home and lifestyle,12.29,9,5.5305,116.1405,03-26-2021,19:28,Credit card,110.61,5.5305,8
314-23-4520,C,Mohali,Member,Male,Health and beauty,81.23,7,28.4305,597.0405,01-15-2021,20:44,Cash,568.61,28.4305,9
210-30-7976,B,Ferozepur,Member,Female,Fashion accessories,22.32,4,4.464,93.744,03-14-2021,11:16,Paytm wallet,89.28,4.464,4.1
585-86-8361,A,Chandighar,Normal,Female,Food and beverages,27.28,5,6.82,143.22,02-03-2021,10:31,Credit card,136.4,6.82,8.6
807-14-7833,A,Chandighar,Member,Female,Electronic accessories,17.42,10,8.71,182.91,02-22-2021,12:30,Paytm wallet,174.2,8.71,7
775-72-1988,B,Ferozepur,Normal,Male,Home and lifestyle,73.28,5,18.32,384.72,01-24-2021,15:05,Paytm wallet,366.4,18.32,8.4
288-38-3758,C,Mohali,Member,Female,Fashion accessories,84.87,3,12.7305,267.3405,01-25-2021,18:30,Paytm wallet,254.61,12.7305,7.4
652-43-6591,A,Chandighar,Normal,Female,Fashion accessories,97.29,8,38.916,817.236,03-09-2021,13:18,Credit card,778.32,38.916,6.2
785-96-0615,B,Ferozepur,Member,Female,Electronic accessories,35.74,8,14.296,300.216,02-17-2021,15:28,Paytm wallet,285.92,14.296,4.9
406-46-7107,A,Chandighar,Normal,Female,Home and lifestyle,96.52,6,28.956,608.076,01-11-2021,11:52,Cash,579.12,28.956,4.5
250-17-5703,A,Chandighar,Member,Male,Food and beverages,18.85,10,9.425,197.925,02-27-2021,18:24,Paytm wallet,188.5,9.425,5.6
156-95-3964,A,Chandighar,Normal,Female,Food and beverages,55.39,4,11.078,232.638,03-25-2021,15:19,Paytm wallet,221.56,11.078,8
842-40-8179,B,Ferozepur,Member,Female,Food and beverages,77.2,10,38.6,810.6,02-11-2021,10:38,Credit card,772,38.6,5.6
525-09-8450,B,Ferozepur,Normal,Male,Electronic accessories,72.13,10,36.065,757.365,01-31-2021,15:12,Credit card,721.3,36.065,4.2
410-67-1709,A,Chandighar,Member,Female,Fashion accessories,63.88,8,25.552,536.592,01-20-2021,17:48,Paytm wallet,511.04,25.552,9.9
587-73-4862,A,Chandighar,Member,Female,Health and beauty,10.69,5,2.6725,56.1225,03-26-2021,11:07,Paytm wallet,53.45,2.6725,7.6
787-87-2010,A,Chandighar,Member,Male,Health and beauty,55.5,4,11.1,233.1,01-20-2021,15:48,Credit card,222,11.1,6.6
593-14-4239,B,Ferozepur,Normal,Female,Home and lifestyle,95.46,8,38.184,801.864,03-05-2021,19:40,Paytm wallet,763.68,38.184,4.7
801-88-0346,C,Mohali,Normal,Female,Fashion accessories,76.06,3,11.409,239.589,01-05-2021,20:30,Credit card,228.18,11.409,9.8
388-76-2555,B,Ferozepur,Normal,Male,Sports and travel,13.69,6,4.107,86.247,02-13-2021,13:59,Cash,82.14,4.107,6.3
